IDtopic	ObsID	Taxon	Country	Mention	Topic	IDportrayal	Portrayal	Sentiment
27990	5831	vulture	South Africa	In birds, lead exposure, even low-level chronic exposure, affects all the important biological pathways, including the cardiovascular, renal, hematopoietic, gastrointestinal, reproductive, and nervous systems.”“Following a nationwide assessment of lead levels in our Critically Endangered White-backed Vulture population, we found that a significant proportion of the birds, including chicks, had elevated concentrations of lead in their blood and bones,” she adds. “In nest-bound chicks, this is from lead fragments which are regurgitated by their parents during feeding.”Lead Task Team and VULTURE Safe ZonesIn partnership with multiple stakeholders, BirdLife SA is committed to finding and pursuing constructive solutions to mitigate the impacts of lead poisoning across all of Africa’s beleaguered vulture populations, and reverse their dramatic population declines.	Pollution	35990	Vulnerable	-0.809
27989	11707	saola	Vietnam	Another sao la individual was photographed in 2013 in the central province of Quang Nam.RELATED NEWSTwo stations built to protect Sao laEndangered SAOLA sliding into extinctionDat Viet|||||||Send|	Conservation	35989	Vulnerable	0.382
27988	8439	pangolin	United States	Based on the information, the Blue Rhino Task Team was able to successfully arrest four suspects.One live PANGOLIN was recovered along with four pangolin skins and loose scales which were confiscated.	Exploitation	35988	Victim	-0.128
27987	1381	deer	Canada	Bernier, who represents the Dawson Creek area for the Opposition B.C. Liberals, said tensions among residents are still high despite the government’s appointment of Blair Lekstrom, a former provincial Liberal cabinet minister who produced a report that resulted in the interim moratorium after recommending further public consultation about CARIBOU recovery.	Conservation	35987	Controversial	-0.402
27986	325	deer	United States	Oh my! I was reading this article about how entomologists have discovered what they call a “naturally occurring fungi” that, in lab conditions, attacks and kills the dreaded winter tick, or MOOSE tick, that is being blamed for killing moose in numbers not satisfactory to the wildlife managers…or so it keeps being repeated.	Health	35986	Vulnerable	-0.964
27985	7511	shark	Australia	Mr Furner said the government was committed to trialling alternatives but didn't believe that SMA drumlines, which had been trialled in other states, were appropriate in the Great Barrier Reef.In these trials, SHARKS can be relocated offshore safely but in much of Queensland's north, releasing sharks offshore is potentially dangerous because many of these areas are important tourism destinations used by swimmers or other water users, Mr Furner said.	Conservation	35985	Dangerous	0.832
27984	10049	vulture	United States	Black vultures aren’t so lucky in the smell department, but routinely trail turkey vultures to prime dinner locations.With a pH very low compared to other species and a microbiome built to handle things that would kill or sicken other animals, VULTURES are nature’s disposal units, unpaid sanitation workers clocking in on the daily to keep our streets cleaner and freer from harmful pathogens.	Wildlife info	35984	Important	-0.954
27983	5253	wolf	United States	In a second we were pumping lead into the pack… When our rifles were empty, the old wolf was down, and a pup was dragging a leg into impassable slide-rocks… I thought that because fewer wolves meant more deer, that no wolves would mean a hunters’ paradise. But seeing the green fire die, [in the old WOLF s eyes] I sensed that neither the wolf nor the mountain agreed with such a view.	Exploitation	35983	Victim	-0.881
27982	15417	deer	United States	The last two deer hit were too badly injured to be saved.A collision Friday night occurred on East William Street at Mills Park as a group of DEER attempted to cross the five-lane roadway.	Threats	35982	Victim	-0.807
27980	18547	pangolin	Canada	Their meat is also considered a delicacy in China and other Asian countries.Sabah police chief Omar Mammah said in the statement that initial investigations showed the facility has operated for seven years and that the suspect had bought the PANGOLINS from local illegal hunters for distribution locally and to the neighbouring state of Sarawak.	Exploitation	35980	Victim	-0.7
27979	7718	tiger	United States	Rising sea levels and a decline in rainfall have already increased the amount of salt in the water, causing Sundri trees -- from which the Sundarbans region gets its name -- to die, and shrinking the tiger's mangrove habitat, according to Sharif Mukul, the study's co-author and assistant professor at the Independent University of Bangladesh.It's also leaving TIGERS without access to fresh water, Mukul told CNN.	Climate Change	35979	Vulnerable	-0.581
27978	18283	pangolin	South Africa	It was handed over for safekeeping to an animal expert, who is responsible for its transportation to the Hospital for Vulnerable Animals in Johannesburg.It is alleged that PANGOLINS  whose whole bodies are covered in scales, are caught due to unfounded beliefs of the great medicinal value of their scales, Augoustides said.	Exploitation	35978	Valuable	0.852
27976	1693	shark	Canada	In a rapidly changing ocean, the clock is ticking. We live in a society bombarded day after day with devastating news about the environment, and we’re primed to be outraged over claims about the dire state of white SHARKS and the ocean.	Climate Change	35976	Vulnerable	-0.896
27975	3463	tiger	United States	Sanjiv came to the Topeka Zoo in August 2017 from a zoo in Akron, Ohio as part of a species survival plan. Sumatran TIGERS are a critically end	Zoo	35975	Vulnerable	0
27974	13849	wolf	New Zealand	Parks Canada staff located a wolf about a half-mile from the Rispoli family's campsite shortly after the attack and euthanised it, the Calgary Herald reported. Parks Canada said on Tuesday that DNA tests confirmed the WOLF that was put down was the same one that had sent Matt to the hospital, CBC reported.	HWI	35974	Dangerous	-0.477
27973	3904	wolf	United States	Cattle still drive the divideWe’ve seen it happen in Yellowstone National Park. And it’s possible we could see it in Arizona, if we could finally find a way to sustain the Mexican gray WOLF population in this state.	Threats	35973	Controversial	0
27972	4326	elephant	Zimbabwe	The Summit deliberated on the escalating challenges confronting elephant conservation and management efforts in the region. The Summit, among other issues, succeeded in creating a common understanding among the KAZA frontier countries on the conversation and management of ELEPHANTS	Conservation	35972	Vulnerable	0.572
27970	17889	pangolin	South Africa	These animals may be tough, but the impetus to protect them needs to be stronger. A PANGOLIN s principal defence is our efforts to save them.	Conservation	35970	Vulnerable	0.909
27968	4016	elephant	New Zealand	- Only promote or travel with safe, ethical elephant tourism organisations. Do not support those that exploit or abuse ELEPHANTS and other animals for entertainment and profit- Actively support healthy, alternative, sustainable livelihoods for people who have traditionally relied on elephants, wild animals and natural resources.	Ecotourism	35968	Important	0.95
27967	12507	wolf	United States	In late November, Gov. Roy Cooper sent the secretary of the interior a sharply worded letter warning that, with no more than 14 known wolves in the wild, “the American red WOLF is on the brink of extinction.” He noted that in 2019, no litters of red wolf pups were born in the wild for the first time in the history of the reintroduction program.	Threats	35967	Vulnerable	-0.7
27966	58	shark	United States	Diver Ocean Ramsey swims alongside the shark.Instagram/JUANSHARKS/OceanRamseyJohn Richardson, conservation officer at UK organization The SHARK Trust, told CNN that the spotting of Deep Blue is incredibly exciting.	HWI	35966	Exciting	0.778
27965	4249	tiger	India	Conservation photographer Sarosh Lodhi from Conservation, Lens and Wildlife, The increase in population coupled with deforestation will give rise to man-animal conflict scenarios. A dedicated veterinarian per TIGER Reserve is the need of the hour.	Threats	35965	Vulnerable	0.459
27962	5094	shark	United States	TRURO, Mass. — A man swimming off Cape Cod was attacked by a SHARK on Wednesday and was airlifted to a hospital.	HWI	35962	Dangerous	-0.459
27961	10944	pangolin	United States	Injured PANGOLIN in Singapore undergoes first-of-its kind surgery | VideoShare this contentBookmarkInjured pangolin in Singapore undergoes first-of-its kind surgery | VideoIn Singapore, the native Sunda pangolin faces dangers caused by urbanisation.	Threats	35961	Vulnerable	0.226
27959	19340	vulture	United States	They're rough and tumble.Indiana Raptor Center cares for hawks, owls, eagles, falcons, woodpeckers and VULTURES	Conservation	35959	Neutral	-0.009
27958	11122	tiger	India	This time the picture quality is very good, said Kanwar.The Forest Department would consult experts at the Dehradun-based Wildlife Institute of India (WII) to understand the significance of TIGER at such a height.	HWI	35958	Neutral	0.648
27955	14123	saola	Vietnam	Over the past years, the province has actively preserved biodiversity in central Truong Son Mountain Range, including surveying wildlife in nature reserves to prevent deforestation and forest degradation in the border areas between southern Laos and central Vietnam, especially in Bach Ma National Park and Saola Nature Reserve.The survey results have mitigated threat to SAOLA and other endangered species, thus keeping landscapes of central Truong Son Mountain intact.	PAs	35955	Other Portrayal	-0.557
27953	7543	wolf	United States	“Again, kudos to us.”Speaking over the deep percussive beat of drums from the protest just outside the commission’s doors, Broman outlined the various problems still facing Oregon wolves: a lack of genetic diversity, disease and reductions in habitat and biodiversity. Broman dismissed the threats wolves face from climate change and declines in biodiversity, calling them “secondary or tertiary because WOLVES are habitat generalists and they go where the food is.”But Broman said the gravest issue wolves face is the likelihood of being killed by humans.	Threats	35953	Vulnerable	-0.906
27948	12815	elephant	India	That’s according to a new study in Nature Geoscience which links feeding by elephants with an increase in the amount of carbon that forests are able to store.The bad news is that African forest ELEPHANTS – smaller and more vulnerable relatives of the better known African bush elephant – are fast going extinct.	Threats	35948	Vulnerable	-0.126
27946	18066	vulture	United States	If the pair doesn’t succeed in raising a chick in their first years together, the relationship can become frayed or even end, Tibbott said.“One of the reasons why VULTURES can become so endangered so quickly is because if your full effort for two years, like in the case of the California condor, is all about one individual’s success, that takes a lot of time,” she said.	Threats	35946	Vulnerable	0.748
27943	2675	vulture	Bulgaria	This year's hatchlings are seven more than last year's. There are a total of 96 occupied griffon VULTURE nests i...	Wildlife info	35943	Resilient	-0.577
27942	5526	vulture	Indonesia	This led to a decline in the population of cattle, which had been a vital source of food for vultures, Baral explained. “To add to that, people started burying dead cattle because of changes in sanitary behavior, which further decreased the VULTURES  food supply.	Threats	35942	Vulnerable	-0.814
27941	16144	pangolin	South Africa	“Once again we see that combined efforts and joint initiatives are the key to successful operations and the safe keeping of South Africa’s wildlife species,” says Kassie.This is the first PANGOLIN poaching related arrest in the Vaalwater area.	Exploitation	35941	Vulnerable	0.649
27939	10164	deer	Canada	In 2018, 2,070 heads were submitted; about 850 were submitted in 2017 and 397 in 2016.AdvertisementArticle contentThe highest number of positive cases come from MULE DEER  28.4 per cent tested positive across the province.	Health	35939	Vulnerable	0.818
27938	12305	elephant	India	A year before, out of 104 such deaths, 74 were recorded in the State. This year, Wildlife Wing of Odisha Government records say two ELEPHANTS were poached while 13 died of accidental electrocution and nine fell to deliberate attempts of electrocution.	Exploitation	35938	Victim	-0.599
27937	4149	saola	United Kingdom	The Saola Working Group strives to conserve the saola, using the rare creature as a flagship for the conservation of the Annamite Mountains’ diverse animals as a whole. WWF has also been involved in the protection of the critically endangered species, by 'strengthening and establishing protected areas' for the SAOLA	Conservation	35937	Vulnerable	0.758
27935	8721	pangolin	Indonesia	That’s the pangolin, the world’s most trafficked mammal. Over one million PANGOLINS have likely been poached…What has a body like a shark’s, a saw protruding from its head and critically endangered status according to the IUCN?	Exploitation	35935	Vulnerable	0.361
27934	5758	deer	United States	Ward: Study CWD instead of culling herdSenator wants more accurate count of DEER Sen. Judy Ward, R-Blair, is urging the Pennsylvania Game Commission to spend more on chronic wasting disease studies as opposed to hastily decreasing the deer population in Blair County.	Conservation	35934	Vulnerable	-0.452
27932	1560	elephant	United Kingdom	The results can be utterly devastating. If nothing is done, a laced ELEPHANT carcass can kill 500 vultures, and even a poisoned cattle carcass can claim 150 lives.	Exploitation	35932	Dangerous	-0.941
27931	5822	vulture	South Africa	They are distinct from other raptors in that they are classified as obligate scavengers – relying predominantly on carrion, rather than birds of prey. A group of vultures in flight is called a kettle, a group of VULTURES resting in the trees or on the ground is called a committee, and a group of vultures feeding is called a wake.	Wildlife info	35931	Interesting	-0.767
27928	8529	vulture	United States	Clad in a T-shirt emblazoned with an image of the critically endangered white-headed vulture and the words “Vulture Protector,” Nasoita and several park rangers moved the surviving vultures to the shade and administered atropine, an antidote to pesticide poisoning. Conservationists from other groups, including the Kenya Bird of Prey Trust and the Kenya Wildlife Service offered advice through the Vulture Protector WhatsApp group, which boasts 52 VULTURE experts from 22 different organizations.	Conservation	35928	Vulnerable	-0.924
27925	8662	deer	United States	The Internal Displacement Monitoring Centre warns in its midyear report, “In today’s changing climate, mass displacement triggered by extreme weather events is becoming the norm.”The House of Representatives voted Thursday to block the Trump administration from opening up Alaska’s ANWR — the Arctic National Wildlife Refuge — to oil and gas exploration. The bill had the support of Native Alaskans who depend on migrating CARIBOU herds for their subsistence.	Climate Change	35925	Valuable	0.077
27924	4154	saola	United Kingdom	A Population Viability Analysis conducted by the Saola Working Group in November 2015 indicate that 'even if all hunting threats could be achieved', we will be saying goodbye to the saola in the next 10 to 15 years. Lead Image Credit: Silviculture on WIkipediaKnown as the Asian unicorn, the SAOLA is one of Asia’s most critically endangered species.	Exploitation	35924	Vulnerable	-0.052
27923	1207	shark	United States	A shark attacked 17-year-old Paige Winter last weekend as she was in the water at Fort Macon State Park, according to the family, and doctors had to amputate her leg.CHARLOTTE, N.C. — The high school student attacked by a SHARK on a North Carolina beach continues to recover, doctors say, and had a 14-hour operation on her hands.	HWI	35923	Dangerous	-0.718
27922	6381	shark	United States	See these photos before your next Myrtle Beach vacation. STUDYING SHARKS  Drone video captures two great whites interacting MEGALODON: Diving for prehistoric shark teeth.	HWI	35922	Interesting	0.66
27921	13391	vulture	United States	If it seems like you are seeing more vultures, it may be because their numbers have been increasing.In an April 15, 2011, article written by Jack Connor entitled  VULTURES Riding North,” Conner suggested the increase in the Turkey Vulture population was due to the increase in the white-tail deer population.	Wildlife info	35921	Resilient	-0.109
27920	4139	saola	United Kingdom	It is also feared to allow hunters easier access to the previously untouched forest of the saola, making them even more vulnerable. With SAOLA being critically endangered, their small, dispersed population means that genetic inbreeding, loss of heterozygosity, skewed sex ratios and the difficult of male and females to find each other to mate means that the threat to the survival of the saola is growing.	Exploitation	35920	Vulnerable	-0.802
27919	15066	tiger	Canada	The tiger has been moved to an animal sanctuary in Texas. The TIGER was nicknamed “Tyson” after the movie “The Hangover.”The Associated PressLike us on Facebook and follow us on Twitter.	Zoo	35919	Aesthetic	0
27918	6094	vulture	United States	Sharp-shinned hawks began appearing everywhere with lines of five to 10 birds streaming through. Bald eagles and turkey VULTURES also had big flights, as did American kestrels.	Wildlife info	35918	Exciting	-0.465
27917	6363	shark	United States	Those who witness the encounters will never forget.Just how common are SHARK attacks?	HWI	35917	Controversial	-0.44
27916	4052	wolf	United Kingdom	Hunters 'shoot dead' Belgium's first wild wolf in more than 100 yearsHunters have shot dead Belgium’s first wild WOLF in more than a century, conservationist groups monitoring the resurgent species have said.	Exploitation	35916	Victim	-0.9
27915	16432	deer	United States	The fields were intermittently interrupted by small pools of water like this one.As we got closer to Alberta, passengers were getting restless for some MOOSE sightings.	HWI	35915	Exciting	-0.202
27914	8458	deer	United States	“When something like this comes and becomes stabilized, then of course it just spreads,” said Roderick MacRae, public information officer.The first longhorned tick was found on a white-tailed DEER in Washington County, Md., at the end of July.	Health	35914	Vulnerable	0.361
27913	19490	elephant	United States	In the meantime, the crackers' namesake circus - Ringling Brothers and Barnum and Bailey - folded for good. The 146-year-old circus, which had removed ELEPHANTS from its shows in 2016 because of pressure from PETA and others, closed down in May 2017 due to slow ticket sales.	Conservation	35913	Victim	0.178
27911	17153	shark	Singapore	Mr Kalai suggested putting up signs at popular fishing spots on possible endangered species that one might encounter so as to help anglers make better informed decisions.He added: We may be lacking in clear blue waters but let us remember that the waters around our tiny island are home to some amazing biodiversity including species of SHARKS  dolphins, stingrays and sea turtles.	Conservation	35911	Important	0.896
27910	13625	elephant	India	It will be brought to the forest department's nursery at ITO and sent to Ban Santoor elephant rehabilitation centre after a medical examination is conducted and necessary arrangements are made for its transportation, another official of the forest department said.The official also said that police are responsible for locating and seizing the ELEPHANT as an FIR had been filed in this regard.	Exploitation	35910	Important	-0.318
27908	2792	pangolin	United Kingdom	Chester Zoo experts capture 'momentous' footage of rare giant PANGOLIN EXPES from Chester Zoo have captured 'momentous' video footage of the nighttime habits of a rare and elusive creature.	Zoo	35908	Exciting	0
27903	663	saola	United States	In that part of the world, hunters use snares to catch a wide range of animals, which they either eat themselves or, more often, sell to restaurants.Interestingly, the hunters aren’t actually trying to catch SAOLAS	Exploitation	35903	Valuable	0
27902	5128	wolf	United Kingdom	The science behind puppy dog eyesNew study says the animals have evolved facial muscles that allow them to ‘communicate’ with humansDogs have evolved muscles around their eyes that allow them to make the so-called puppy eyes that melt humans’ hearts, a UK-US research team has found.The study - published this week in the US journal Proceedings of the National Academy of Sciences - says that in a process spanning tens of thousands of years, people unconsciously bred dogs with “expressive eyebrows” and an “infant-like” look after domesticating the animals from WOLVES	Wildlife info	35902	Interesting	0.421
27900	16559	pangolin	Philippines	A poignant series of cases also happened here in 2013 and 2014, this time involving pangolins or “scaly anteaters,” which have been described as the most trafficked animals in the world.All eight species of PANGOLINS have been declared to be at least threatened globally.	Exploitation	35900	Vulnerable	-0.459
27899	8400	wolf	United States	In fact, in 2014, Montana, Idaho, and Wyoming allowed 642 wolves to be killed either through hunting or by tax funded government killing when there were only an estimated 1,592 wolves in the aforementioned states at the beginning of the year. WOLVES do occasionally prey on sheep and cattle but losses to wolves still remains a tiny proportion of overall livestock losses.	Exploitation	35899	Vulnerable	-0.911
27896	12595	pangolin	United States	Listing pangolins as endangered would zero-out the U.S. market.”Between 2004 and 2014, more than a million pangolins were illegally traded—an average of nearly 300 animals killed per day. Despite a 2017 ban on international commercial trade in pangolins, illegal trade has continued and likely increased: The largest-ever seizure occurred in Singapore in 2019, representing tens of thousands of dead PANGOLINS	Exploitation	35896	Victim	-0.855
27895	2716	pangolin	China	Pangolin set free after rescueKUNMING, May 31 (Xinhua) -- A PANGOLIN was set free back to the wild in a nature reserve after being rescued in southwest China's Yunnan Province, local authorities said.	PAs	35895	Resilient	0.856
27892	15666	elephant	United States	It involves surreptitiously marking an animal with an odorless dye and then observing if the animal is aware of the dye whenever it passes in front of a mirror.Surprisingly few animals have been proven to pass the mirror test, and it’s typically the “usual suspects” when it comes to animal intelligence — primates like chimps and bonobos, cetaceans like dolphins and orcas, and ELEPHANTS	Wildlife info	35892	Neutral	0.691
27885	17055	vulture	United States	She could no longer fly.But as a member of a long-dwindling population of Cape VULTURES  an important link in the ecosystem now endangered by human activity, Motswari was still vital.	Threats	35885	Vulnerable	-0.303
27883	13251	deer	United States	- Any deer, elk, or moose harvested in Montana’s Priority Sampling Areas (HDs 210, 212, 217, 400, 401, 600, 611, 630, 640, 641, 670, 702, 704, and 705) are voluntary for sampling but strongly encouraged to help with research surveillance efforts.- Any DEER  elk, or moose harvested anywhere in the state regardless of whether they are in a management zone or surveillance area are voluntary for testing.	Conservation	35883	Neutral	0.857
27881	11515	elephant	India	The government is inviting applications from zoos who are willing to take in the animals. One of the places in contention is the 440-hectare Knuthenborg Safaripark which promises the ELEPHANTS a happy and peaceful retirement.	Zoo	35881	Important	0.896
27880	19239	shark	Japan	There are many mysteries around these majestic creatures, such as how they lay their eggs or how long they live. Watching the dynamic feeding of whale SHARKS is a must!	Ecotourism	35880	Exciting	0.439
27878	3788	deer	United States	The moose reside in the Blue Mountains north of Elgin, in the northeastern part of the state.To estimate MOOSE populations, Idaho Fish and Game relies on harvest information.	Wildlife info	35878	Neutral	0
27875	9151	wolf	United States	But reintroduction efforts aren’t welcomed by all.“The WOLVES have caused massive problems for ranchers, who have lost sheep, cattle and working dogs to the predators while wildlife managers were forced to stand by,” according to an editorial from Capital Press, an agricultural publication based out of Oregon.	Threats	35875	Controversial	-0.813
27873	1538	wolf	United States	In late November, Democratic Gov. Roy Cooper sent the secretary of the interior a sharply worded letter warning that, with no more than 14 known wolves in the wild, “the American red wolf is on the brink of extinction.” He noted that in 2019, no litters of red WOLF pups were born in the wild for the first time in the history of the reintroduction program.	Threats	35873	Vulnerable	-0.7
27871	8315	tiger	India	Very sad. — Mayank Aggarwal (journomayank) July 10, 2019After the proposal for four-lane of NH7 between Seoni (Madhya Pradesh) and Nagpur (Maharashtra) in 2008, faced scrutiny, the NHAI told the Supreme Court panel that it was ready to build a 9.3-km flyover over Pench TIGER reserve in Madhya Pradesh so that wildlife movements are not disturbed.	PAs	35871	Important	0.598
27870	10539	vulture	Bangladesh	According to the International Union for Conservation of Nature (IUCN), the most endangered species in the world, not just in Bangladesh, is the vulture.Only one species survives in the countryAmong all the species of VULTURES on earth, only seven species of vultures existed in Bangladesh.	Threats	35870	Vulnerable	-0.652
27869	6069	tiger	China	Commenting on the return of the Tiger Express, Gary Franklin, vice president, Trains and Cruises, Belmond, said: “It is a sad fact that today there are more tigers in captivity than there are in the wild, our train travels through the heart of the historic tiger territories in Malaysia and Thailand and we are proud to lend our support to this worthwhile cause. We find that our guests are increasingly looking to give back to have an impact on the places they are visiting in a bid to travel more consciously.”Simon Clinton, founder, Save Wild Tigers, added: “With potentially as few as 10 years left to save this iconic species from extinction, the clock really is ticking… Wild TIGERS are being hunted for their skins, bones and parts by the illegal poaching trade.	Conservation	35869	Vulnerable	0.785
27867	8533	vulture	United States	Ultimately, two endangered lappet-faced and four critically endangered Rüppell’s vultures died. But the team managed to save two Rüppell’s vultures, one lappet-faced VULTURE  and one critically endangered white-backed vulture.	Health	35867	Vulnerable	-0.893
27866	6213	tiger	Qatar	Read more: Curious Kids: do ants have blood?Just like how the hairs on your arm can feel a soft breeze blowing or a spider crawling on you, whiskers on a TIGER s face and chin give it messages about what is going on around him or her.	Wildlife info	35866	Interesting	0.624
27865	10003	deer	United States	“Particularly that means targeting males because they’ve found that males transmit it a lot more often. Males have a lot more contact with other DEER during the rut and they move around a lot more.	Health	35865	Nuisance	0
27863	14911	leadbeaters_possum	Australia	Thousands of LEADBEATER'S POSSUMS  the species which is officially listed as facing extinction, have now been found in the Central Highlands forests of Gippsland, the latest surveys show.	Threats	35863	Vulnerable	0
27861	14393	pangolin	Vietnam	[The Guardian]- How many airlines should Vietnam have? [Vietnam Net]- Dozens of live PANGOLINS found hidden on bus in Vietnam.	Exploitation	35861	Victim	0
27860	15128	elephant	India	DIMAPUR, JULY 10 (MExN): A herd of wild elephants went on a rampage on July 5, 2019 and destroyed crops in Old Yanmhon village, Bhandari, Wokha district.According to a press statement received from Old Yanmhon village council along with photographs of the destroyed crops, a herd of wild ELEPHANTS numbering around 20 destroyed an approximate 26 acres of ginger and jhum cultivation on July 5 around 11 pm.	HWI	35860	Nuisance	-0.862
27859	849	pangolin	India	Illegal wildlife trading has become easy and profitable in the Singalila Ridge. Poaching and trafficking is increasing – not only of PANGOLINS and red pandas, but also of insects and medicinal plants.	Exploitation	35859	Vulnerable	0.153
27858	7389	tiger	United States	After witnessing sufficient evidence and “obvious positive signs,” the zoo felt comfortable enough to open the adjoining door and introduce the two predators on Friday morning.RELATED VIDEO: Tiger Attacks Florida Trainer During School Field Trip as Children WatchWhile things initially got off to a slow start, with both TIGERS described by the zoo as “cautious,” they quickly turned serious and Asim began to get aggressive with his female counterpart.	Zoo	35858	Dangerous	0.402
27857	3538	pangolin	Indonesia	- Researchers have confirmed seven cases of pangolin trafficking in South Sudan, with much higher numbers likely.- High demand for PANGOLIN scales and meat in Asian markets has brought pangolin species in Asia — and now in Africa as well — to the brink of extinction.	Exploitation	35857	Vulnerable	0.153
27856	12418	shark	United States	“It was awesome to see how many people were able to come together to help this man,” said Kerstin Peterleitner, also a recent nursing school graduate. “There were so many people helping carry him off on a blanket and then EMS met us halfway through, were able to strap him on a board and so many people helped carry him up that hill.”Related: Truro SHARK Attack Was First Bite Off Cape Cod Since 2012 READ MORE: Barack Obama To Scale Back Martha’s Vineyard Birthday Party Due To Delta VariantLongnook Beach was closed after the attack, but several swimmers remained in the water.	HWI	35856	Dangerous	0.437
27854	11433	vulture	United States	I’m grateful for Representative Hollingsworth’s work on this legislation.”“This common-sense legislation works to address a growing problem for our cattlemen in Mississippi and around the country,” said Rep. Michael Guest (MS-03). “Black VULTURES are costing our livestock industry millions of dollars every year, but this legislation would allow for depredation permits to protect cattlemen’s herds and their livelihoods.”“As a veterinarian, I’ve seen the threat these predators pose to farmers and their newborn calves,” said Rep. Ralph Abraham (LA-05).“Farmers and ranchers should have every right to protect their animals, and I look forward to working with Rep. Hollingsworth to get this bill passed.”Read the full text of the legislation, here.	Threats	35854	Dangerous	0.465
27853	5665	tiger	India	The Maharashtra ti-gers were seen entering the Pranahita wildlife sanctuary, located on the state borders and adjacent to the river Prana-hita. Recently, a TIGER entered the Kadamba forests through the sanctuary.	HWI	35853	Neutral	0
27852	5075	wolf	United States	Adrian Treves, a University of Wisconsin-Madison professor and founder of the Carnivore Coexistence Lab, said lifting federal protections and allowing lethal control would send a “policy signal” to would-be poachers that they could kill wolves without consequence.In anticipation of a federal push to remove WOLVES from the Endangered Species List, the DNR released a wolf management plan in 1999 that set rules for trapping, relocating and killing wolves that attacked livestock and pets once the state assumed management authority.	Conservation	35852	Vulnerable	-0.92
27851	957	elephant	India	Forest personnel were camping in the area and efforts were being made to push back the herd of elephants to the forest but the mission failed.Over the last many years, wild ELEPHANTS have been wreaking havoc due to shortage of food, habitat shortage, flood and some other man-made problems.	Habitat Loss	35851	Nuisance	-0.931
27850	6536	deer	India	The picture showing dead lizard in ''vada sambar'' has gone viral on social media.The man and a woman accompanying him, both from Wardha, had ordered vada SAMBAR at the outlet.	Health	35850	Controversial	-0.649
27849	14119	saola	Vietnam	It will also help improve livelihoods of residents living on forests, thereby easing pressure on natural resources.Over the past years, the province has actively preserved biodiversity in central Truong Son Mountain Range, including surveying wildlife in nature reserves to prevent deforestation and forest degradation in the border areas between southern Laos and central Vietnam, especially in Bach Ma National Park and SAOLA Nature Reserve.	PAs	35849	Vulnerable	0.778
27848	16653	deer	United Kingdom	Isle of SkyeRenowned for its scenery and views that will take your breath away, the Isle of Skye is 50 miles long and home to some of Scotland’s most iconic landscapes. Alongside its mountain ranges, miles of dramatic coastline and captivating history, Skye is also a great destination for wildlife watching, with otters, seals, whales, dolphins and red DEER being just some of the other impressive creatures that can be seen on and around the Isle of Skye.	HWI	35848	Important	0.813
27847	6051	deer	United States	That was a drop of about 4% from last year, and the mule deer density of 8.2 animals per square mile was down from 10.3 in 2018.However, it was still markedly higher than the 4.6 mule DEER per square mile in 2012, following the tough winters that led to record-low fawn production.	Threats	35847	Valuable	-0.382
27845	16236	deer	United States	This way you’re hunting in a way that isn’t disturbing everything around and scouting what’s in the area.”Other tips that could pay off, according to Kantar:It’s never too late to start learning about the land you’re hunting.“Depending on how much time you have to go out, have the mindset that you’re actually going to scout while you’re DEER hunting,” Kantar said.	Exploitation	35845	Valuable	-0.572
27844	6499	pangolin	India	Their meat is also considered a delicacy in China and other Asian countries. Wildlife groups are concerned that the busts point to a jump in poaching of PANGOLINS	Exploitation	35844	Victim	0
27842	10792	shark	Australia	But fisherman, Michael Jackson will not swim there or let his dog in the water.Mr Jackson and a group of his mates go SHARK fishing in the same spot many nights and pull out some big specimens.	Exploitation	35842	Dangerous	0
27837	5685	deer	United States	The hooves may appear cracked or look like they had some sloughing before healing. I know I have shot several DEER over the years that had been HD survivors.	Exploitation	35837	Vulnerable	0.361
27836	4208	shark	United States	Guess which beaches have the most attacks?Also: AUDIO: Listen to a witness describe a deadly SHARK attack.	HWI	35836	Dangerous	-0.477
27835	9145	wolf	United States	Exterminating the wolf became a metaphor for taming a wild America.“The WOLF is the arch type of ravin, the beast of waste and desolation,” remarked Theodore Roosevelt in his 1902 book Hunting the Grisly and Other Sketches.	Exploitation	35835	Dangerous	-0.421
27833	11268	pangolin	South Africa	Markets in Asia have a voracious appetite for the solitary creatures and after decimating the Asian population, African numbers are decreasing at alarming rates.On the African continent, PANGOLINS are primarily consumed as bush meat, or used in traditional medicines, but in the past few years the number of animals leaving the country has skyrocketed.	Exploitation	35833	Victim	0.052
27832	18395	elephant	South Africa	A census is useful because it provides a snapshot in time and highlights the urgency of the problem. ELEPHANTS are a keystone species, environmental engineers who play irreplaceable roles in maintaining ecological integrity.	Wildlife info	35832	Valuable	0.637
27830	14186	wolf	India	The animals would be taken out of a zoo in the Palestinian enclave and relocated to sanctuaries in Jordan next week, the Four Paws organisation said.Among the other animals to be taken out are a hyena, monkeys, WOLVES and porcupines, the organisation said in a statement.	Zoo	35830	Resilient	0
27826	11659	deer	Canada	He would be happy to think of deer and moose drinking at his stream, and to know the land has been conserved according to his wishes, and will always remain its natural state,” said Lund’s brother, Kenneth Lund, in a news release.WATCH: I Support MOOSE Sex!	PAs	35826	Resilient	0.869
27823	14045	wolf	United States	“Wyoming has clearly demonstrated that a state can manage the gray wolf population successfully,” said Barrasso. “States have the expertise and know how to best manage wildlife populations.”“States have the best understanding for how to manage WOLVES in their areas,” Enzi said.	Conservation	35823	Resilient	0.936
